val_loss,val_acc,loss,acc
0.5428779231873253,0.7304311427375471,0.6041078591329125,0.6579977835462152
0.5612269453969447,0.6933863541480136,0.5481098634006795,0.7231991133964674
0.48969035163091384,0.7685223942573423,0.5328219592483183,0.7317694865296501
0.45983512034696633,0.7869401423189619,0.4958657781664718,0.7528629479304336
0.43687599625433776,0.7982419422352449,0.46196502326906147,0.7793128925185385
0.42719024727288624,0.7865215571368773,0.4248706602107831,0.799926117482025
0.4186069419745523,0.8143574717455002,0.39609101831494636,0.8191725156736145
0.44236289022756253,0.7923817496361619,0.3928929164240534,0.8199482822356561
0.3493067923201932,0.8444956048555882,0.36287320562513453,0.8391946804360529
0.4061821569778671,0.8191712012895733,0.3671331847004667,0.8338751385385452
0.3557236867127632,0.8438677270824613,0.33283302092468514,0.8553749537969983
0.31911342073108745,0.8614483047300125,0.31607438382910413,0.8638714444166098
0.3601810194024884,0.8424026789451653,0.3431211537569706,0.8480605836543467
0.36161748346061373,0.8377982419422353,0.31117702506766093,0.8652013298678671
0.29121236235695486,0.872331519464211,0.29854501254077676,0.8708164019253495
0.29315110782684517,0.876098786102972,0.28391442214557505,0.8782046546079948
0.29228838266202123,0.8775638342402678,0.2811302945760946,0.8819726634430718
0.29136552596944254,0.8729593972373378,0.28884831809077177,0.8749168821309473
0.27826991111083776,0.8729593972373378,0.2597615641853137,0.8909863317325453
0.2813178384438775,0.8840519045126792,0.2527187908096511,0.8946065755140574
0.28160671742033416,0.8836333193804939,0.2438690400383417,0.8975618765897578
0.2549331245804342,0.8968187526161574,0.23618691448778695,0.9002216475539248
0.24794814653629138,0.9003767266638761,0.23167641581668155,0.9028444772591043
0.265199571099427,0.8909585600669736,0.22322331986603017,0.9084964905799778
0.2687998896409349,0.8907492674260321,0.21634771491400553,0.9110823789909399
0.2944435189704595,0.8840519045625785,0.20942535253856118,0.9139637975354542
0.31863596888205253,0.8790288824025134,0.20376055377697566,0.9159216845216106
0.22136135666926268,0.9108413561660907,0.1950213302379611,0.9206132249414679
0.24759123864860066,0.9012138970280452,0.18823000919699978,0.9227558182533878
0.2412507956860803,0.9033068228885688,0.18374307670516637,0.9253047653921512
0.2206624047483745,0.9102134783929638,0.18168266156105525,0.9257480605880757
0.20686471032024728,0.9187944746755965,0.18173319865933282,0.9255264129724985
0.22390411908330154,0.9102134783929638,0.17356814381311775,0.9291097155566757
0.3069515177000013,0.8698200083966533,0.17442834229653376,0.930402659775368
0.2658347933392936,0.8911678526580159,0.18783987004091082,0.9218322866730114
0.25716155033921934,0.8993302637336144,0.18446301581192862,0.9265607683518561
0.20147603307840914,0.9187944746755965,0.16327309190214098,0.9335057258694032
0.2320905326549455,0.9114692339392175,0.14880860264687948,0.939564093069965
0.2109678611346447,0.9261197153620762,0.14531614090249598,0.9406723309628938
0.2141727067439713,0.9192130598077818,0.13975664010601022,0.9435537495426379
0.20519096348489263,0.9192130598077818,0.13746070502526125,0.9444033986006357
0.2066697113312603,0.9240267894516534,0.13200802632945025,0.9487255263821771
0.20995781379496517,0.9248639597659233,0.1261692039440116,0.9504987070249551
0.20492382789192065,0.9309334449061493,0.13355753729990325,0.9465829331363133
0.20388055724696466,0.9263290079032193,0.12397982185416813,0.949722940524566
